customer_id,gender,age,relationship_status,state,number_of_referrals,tenure_in_months,value_deal,voice_assistance,dual_connectivity,data_service,data_plan,cyber_protection,data_backup,gadget_protection,vip_support,video_streaming,cinema_streaming,audio_streaming,unlimited_data,service_commitment,digital_invoicing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
CUS-00301-US,Female,40,Married,Michigan,10,34,Deal 3,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,74,2465,0,0,1094,3875,Stayed,,
CUS-00302-US,Female,60,Married,Indiana,5,6,,Active,Active,Active,DSL,Active,Active,Inactive,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,81,5033,0,0,2594,8956,Stayed,,
CUS-00303-US,Female,61,Married,Florida,0,29,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,74,200,35,0,5,160,Joined,,
CUS-00304-US,Female,52,Married,Texas,10,8,Deal 4,Inactive,,Active,Cable,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Two Year,Inactive,Credit Card,32,458,0,91,0,500,Stayed,,
CUS-00305-US,Male,23,Married,Virginia,3,11,,Active,Active,Active,DSL,Active,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Inactive,Credit Card,78,5771,0,0,790,6012,Stayed,,
CUS-00306-US,Male,47,Married,Ohio,10,14,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,82,1902,0,0,868,2878,Churned,Attitude,Attitude of support person
CUS-00307-US,Female,28,Married,Arizona,6,10,,Active,Active,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,25,1449,0,0,1209,2320,Stayed,,
CUS-00308-US,Female,18,Married,Florida,0,2,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Active,Credit Card,21,65,0,0,47,127,Joined,,
CUS-00309-US,Female,28,Married,Massachusetts,9,8,,Active,Inactive,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Inactive,Month-to-Month,Active,Bank Withdrawal,62,474,0,29,321,781,Stayed,,
CUS-00310-US,Female,33,Married,Texas,3,28,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Bank Withdrawal,20,1455,0,0,1051,2328,Stayed,,
CUS-00311-US,Female,60,Married,Wisconsin,8,23,Deal 3,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Month-to-Month,Active,Credit Card,93,2772,0,0,1392,3843,Stayed,,
CUS-00312-US,Male,70,Married,Maryland,7,3,Deal 2,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,114,6620,0,0,1436,8121,Stayed,,
CUS-00313-US,Male,30,Married,Washington,14,31,,Active,Active,Active,DSL,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,70,2877,0,0,685,3522,Churned,Price,Competitor offered higher download speeds
CUS-00314-US,Male,45,Married,Texas,2,32,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,81,3134,0,0,2205,5207,Churned,Competitor,Lack of affordable download/upload speed
CUS-00315-US,Male,69,Married,Ohio,8,7,Deal 3,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,109,2788,0,0,59,2833,Stayed,,
CUS-00316-US,Female,50,Married,New York,15,25,Deal 4,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,99,1759,0,0,218,1933,Stayed,,
CUS-00317-US,Female,42,Married,North Carolina,10,26,,Active,Active,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,25,1610,50,0,3309,4658,Stayed,,
CUS-00318-US,Female,79,Married,Texas,0,15,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Inactive,Active,One Year,Active,Bank Withdrawal,92,4690,0,0,1665,5822,Stayed,,
CUS-00319-US,Female,47,Married,Illinois,2,16,,Active,Inactive,Active,DSL,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,65,1958,0,0,487,2613,Stayed,,
CUS-00320-US,Male,22,Married,New York,3,10,,Active,Active,Inactive,,,,,,,,,,Month-to-Month,Active,Bank Withdrawal,24,908,0,0,1808,2551,Stayed,,
CUS-00321-US,Female,54,Married,Arizona,13,7,,Active,Active,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,24,1738,0,0,2417,4410,Stayed,,
CUS-00322-US,Male,33,Married,Missouri,8,16,,Active,Active,Active,Fiber Optic,Active,Active,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,90,5666,0,0,2511,8141,Churned,Competitor,Long distance charges
CUS-00323-US,Female,45,Married,North Carolina,14,32,Deal 4,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,18,221,0,0,472,717,Stayed,,
CUS-00324-US,Female,61,Married,New Jersey,10,16,Deal 2,Active,Inactive,Active,DSL,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,72,3958,0,0,379,3685,Stayed,,
CUS-00325-US,Male,43,Married,California,5,21,,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Active,Active,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,93,5876,0,0,933,6547,Stayed,,
CUS-00326-US,Female,44,Married,California,10,36,,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Active,Credit Card,20,444,0,0,509,915,Stayed,,
CUS-00327-US,Male,45,Married,Pennsylvania,12,9,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,64,75,0,0,9,74,Churned,Dissatisfaction,Product dissatisfaction
CUS-00328-US,Female,58,Married,New York,0,23,Deal 4,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,50,1049,0,0,635,1644,Stayed,,
CUS-00329-US,Female,29,Married,Maryland,12,21,Deal 4,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Month-to-Month,Active,Bank Withdrawal,74,1470,0,0,553,2054,Stayed,,
CUS-00330-US,Male,40,Married,North Carolina,10,2,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,82,77,0,0,37,111,Churned,Dissatisfaction,Poor expertise of online support
CUS-00331-US,Male,75,Married,Washington,4,7,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,1,314,0,19,36,417,Churned,Price,Competitor offered more data
CUS-00332-US,Male,69,Married,North Carolina,1,11,Deal 3,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Active,Active,Active,Active,Active,One Year,Inactive,Bank Withdrawal,79,1565,0,0,770,2658,Stayed,,
CUS-00333-US,Male,70,Married,Missouri,4,18,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Active,Inactive,Active,Month-to-Month,Inactive,Credit Card,80,2594,0,0,420,2717,Churned,Other,Don't know
CUS-00334-US,Female,37,Married,Arizona,5,17,Deal 1,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Bank Withdrawal,21,1309,0,0,743,2039,Stayed,,
CUS-00335-US,Male,78,Married,Texas,8,9,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,81,367,0,0,205,611,Churned,Price,Competitor had better devices
CUS-00336-US,Male,55,Married,Georgia,6,23,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Credit Card,20,994,0,0,2176,2969,Stayed,,
CUS-00337-US,Female,34,Married,Wisconsin,8,22,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,71,128,0,0,63,198,Joined,,
CUS-00338-US,Female,32,Married,Missouri,12,15,Deal 2,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Bank Withdrawal,19,1158,0,0,1537,2352,Stayed,,
CUS-00339-US,Male,37,Married,Indiana,1,1,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Mailed Check,74,77,0,0,10,85,Churned,Price,Competitor made better offer
CUS-00340-US,Female,73,Married,Arizona,2,34,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Inactive,Active,One Year,Active,Credit Card,107,6037,0,0,1808,7983,Stayed,,
CUS-00341-US,Male,54,Married,Georgia,1,24,,Active,Active,Active,DSL,Active,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Active,Credit Card,59,2479,16,0,158,2423,Stayed,,
CUS-00342-US,Male,42,Married,New York,8,30,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Credit Card,77,64,0,10,42,128,Churned,Price,Competitor had better devices
CUS-00343-US,Male,34,Married,North Carolina,10,33,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Inactive,Bank Withdrawal,91,2871,0,0,221,3048,Stayed,,
CUS-00344-US,Female,67,Married,Ohio,5,2,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Credit Card,20,459,0,0,444,893,Stayed,,
CUS-00345-US,Male,34,Married,Florida,6,19,,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,95,5950,15,0,1408,6751,Stayed,,
CUS-00346-US,Male,35,Married,Illinois,1,8,Deal 4,Active,Inactive,Inactive,,,,,,,,,,One Year,Inactive,Bank Withdrawal,22,379,0,0,164,578,Churned,Attitude,Attitude of support person
CUS-00347-US,Male,20,Married,California,3,9,,Active,Inactive,Active,DSL,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,52,321,0,0,17,321,Churned,Dissatisfaction,Network reliability
CUS-00348-US,Male,59,Married,New Jersey,14,16,,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Credit Card,22,478,0,0,780,1229,Stayed,,
CUS-00349-US,Female,56,Married,Michigan,13,14,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Mailed Check,76,69,0,0,25,98,Churned,Dissatisfaction,Service dissatisfaction
CUS-00350-US,Male,33,Married,Arizona,13,4,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,111,3955,0,0,1372,4756,Churned,Competitor,Price too high
CUS-00351-US,Female,79,Married,Indiana,9,17,,Inactive,,Active,DSL,Inactive,Active,Active,Active,Active,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,48,2805,0,0,0,2612,Stayed,,
CUS-00352-US,Male,21,Married,New York,11,2,Deal 3,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,89,2627,0,0,146,2744,Churned,Other,Don't know
CUS-00353-US,Female,35,Married,Virginia,13,22,Deal 1,Inactive,,Active,Cable,Active,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,38,2670,0,0,0,2847,Stayed,,
CUS-00354-US,Female,68,Married,Texas,0,9,Deal 4,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,74,1191,0,0,674,1658,Churned,Attitude,Attitude of support person
CUS-00355-US,Male,32,Married,Pennsylvania,11,21,Deal 1,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,117,8200,0,0,1840,9365,Stayed,,
CUS-00356-US,Female,41,Married,New Jersey,1,39,,Active,Active,Active,DSL,Active,Active,Inactive,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,60,4300,0,0,2081,6434,Stayed,,
CUS-00357-US,Male,62,Married,Wisconsin,10,4,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,81,3663,0,0,2197,6654,Stayed,,
CUS-00358-US,Male,57,Married,Massachusetts,15,18,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,77,4682,0,83,2258,6647,Churned,Price,Competitor made better offer
CUS-00359-US,Male,74,Married,New Jersey,0,4,,Active,Active,Active,DSL,Inactive,Active,Active,Inactive,Active,Inactive,Inactive,Active,One Year,Active,Credit Card,65,4327,0,0,2943,6307,Stayed,,
CUS-00360-US,Male,38,Married,Texas,7,7,,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,102,8422,0,0,3408,10653,Stayed,,
CUS-00361-US,Female,29,Married,Florida,4,29,,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Credit Card,21,565,0,0,1092,1819,Stayed,,
CUS-00362-US,Female,46,Married,Maryland,5,33,,Active,Inactive,Active,DSL,Active,Active,Inactive,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,73,4431,0,0,826,4905,Stayed,,
CUS-00363-US,Female,70,Married,Pennsylvania,9,23,Deal 3,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,81,1873,0,0,107,2014,Stayed,,
CUS-00364-US,Female,61,Married,North Carolina,3,18,Deal 5,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Mailed Check,63,122,0,0,91,217,Joined,,
CUS-00365-US,Male,72,Married,Virginia,3,38,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,83,4130,18,0,1163,5453,Stayed,,
CUS-00366-US,Male,67,Married,Indiana,7,3,,Active,Inactive,Active,DSL,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Inactive,Mailed Check,78,883,49,0,543,1405,Stayed,,
CUS-00367-US,Female,24,Married,Missouri,1,11,Deal 2,Active,Inactive,Active,DSL,Inactive,Active,Active,Active,Active,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,66,4376,0,0,3015,6261,Stayed,,
CUS-00368-US,Female,38,Married,Wisconsin,3,23,Deal 4,Active,Inactive,Active,Cable,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,One Year,Active,Credit Card,55,978,0,0,730,1672,Stayed,,
CUS-00369-US,Female,53,Married,Illinois,5,30,Deal 3,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Credit Card,19,566,0,0,1516,2083,Stayed,,
CUS-00370-US,Female,61,Married,Missouri,1,9,,Active,Active,Active,DSL,Active,Active,Inactive,Active,Active,Inactive,Inactive,Active,Two Year,Inactive,Credit Card,72,5718,0,0,1631,6845,Stayed,,
CUS-00371-US,Female,46,Married,Georgia,1,23,Deal 1,Active,Active,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,24,1649,0,0,1418,2818,Stayed,,
CUS-00372-US,Female,63,Married,Missouri,4,3,Deal 1,Inactive,,Active,DSL,Active,Active,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,44,3221,0,0,0,2941,Stayed,,
CUS-00373-US,Female,48,Married,Florida,3,13,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,97,870,0,0,171,1089,Churned,Dissatisfaction,Limited range of services
CUS-00374-US,Female,25,Married,Michigan,10,3,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Active,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,95,1897,0,0,838,2947,Stayed,,
CUS-00375-US,Male,53,Married,Tennessee,3,6,Deal 1,Active,Active,Active,DSL,Active,Active,Active,Active,Inactive,Active,Active,Active,One Year,Active,Credit Card,79,5652,0,0,1929,6958,Churned,Price,Competitor made better offer
CUS-00376-US,Male,23,Married,Illinois,5,31,,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Active,Inactive,Inactive,Active,One Year,Inactive,Credit Card,97,7075,0,0,1420,7238,Stayed,,
CUS-00377-US,Female,42,Married,New York,3,4,,Active,Inactive,Active,DSL,Active,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,66,452,0,0,113,573,Stayed,,
CUS-00378-US,Female,23,Married,North Carolina,5,2,,Inactive,,Active,DSL,Active,Inactive,Active,Inactive,Inactive,Active,Active,Active,Two Year,Active,Credit Card,40,3236,0,0,0,2697,Stayed,,
CUS-00379-US,Male,35,Married,Pennsylvania,13,2,Deal 5,Active,Active,Inactive,,,,,,,,,,Month-to-Month,Active,Bank Withdrawal,26,148,0,0,183,340,Churned,Other,Moved
CUS-00380-US,Female,36,Married,Georgia,12,26,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,79,713,2,0,321,911,Stayed,,
CUS-00381-US,Male,40,Married,Virginia,1,36,Deal 2,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Active,Inactive,Active,Active,Active,Two Year,Inactive,Credit Card,94,4964,9,0,2239,7275,Stayed,,
CUS-00382-US,Female,70,Married,Illinois,8,21,Deal 2,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,One Year,Active,Bank Withdrawal,97,5870,0,0,1111,7166,Stayed,,
CUS-00383-US,Male,80,Married,North Carolina,6,20,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,94,2653,0,0,963,3748,Churned,Dissatisfaction,Service dissatisfaction
CUS-00384-US,Male,20,Married,Illinois,3,4,,Active,Inactive,Active,Cable,Inactive,Active,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,84,1698,0,0,84,1975,Churned,Price,Competitor had better devices
CUS-00385-US,Female,26,Married,Tennessee,5,2,Deal 2,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Inactive,Active,Active,Active,One Year,Active,Bank Withdrawal,96,3648,0,0,587,4976,Stayed,,
CUS-00386-US,Female,77,Married,New Jersey,3,4,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,76,314,0,0,130,428,Stayed,,
CUS-00387-US,Female,70,Married,Virginia,10,31,Deal 3,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,95,2272,0,0,1048,3420,Stayed,,
CUS-00388-US,Male,39,Married,Arizona,6,12,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,21,692,0,0,1642,2423,Stayed,,
CUS-00389-US,Female,23,Married,Tennessee,6,10,,Active,Active,Active,Cable,Active,Active,Active,Active,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,84,1997,0,0,766,2632,Stayed,,
CUS-00390-US,Male,36,Married,Ohio,11,20,Deal 2,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,80,3327,45,0,1464,4958,Stayed,,
CUS-00391-US,Male,42,Married,New Jersey,10,9,,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,45,337,14,11,328,633,Churned,Price,Competitor offered higher download speeds
CUS-00392-US,Female,37,Married,Wisconsin,11,30,Deal 4,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Active,Credit Card,20,267,0,0,565,808,Stayed,,
CUS-00393-US,Male,25,Married,Virginia,9,26,,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,101,6185,0,0,2252,8939,Stayed,,
CUS-00394-US,Female,40,Married,Illinois,1,32,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,97,6611,0,0,2793,9939,Churned,Price,Competitor had better devices
CUS-00395-US,Female,49,Married,Virginia,8,18,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,77,1520,0,0,835,2206,Stayed,,
CUS-00396-US,Male,53,Married,California,13,23,Deal 4,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,43,655,0,0,0,691,Churned,Attitude,Attitude of service provider
CUS-00397-US,Female,18,Married,Texas,0,10,,Active,Inactive,Active,Cable,Inactive,Active,Active,Active,Active,Inactive,Active,Active,Two Year,Inactive,Mailed Check,63,3830,0,0,2180,6329,Stayed,,
CUS-00398-US,Male,43,Married,Michigan,3,5,Deal 4,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Mailed Check,68,856,0,0,351,1188,Stayed,,
CUS-00399-US,Male,39,Married,North Carolina,0,4,Deal 2,Active,Active,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,25,1415,0,0,2701,4063,Stayed,,
CUS-00400-US,Male,35,Married,Indiana,16,17,Deal 2,Active,Inactive,Active,DSL,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,75,4276,0,0,504,5126,Stayed,,
CUS-00401-US,Female,56,Married,Ohio,6,18,Deal 2,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Bank Withdrawal,20,981,0,0,1485,2289,Churned,Competitor,Long distance charges
CUS-00402-US,Male,35,Married,Wisconsin,12,11,,Active,Active,Active,DSL,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Inactive,Credit Card,77,3391,0,0,1859,5123,Stayed,,
CUS-00403-US,Female,49,Married,Massachusetts,0,6,Deal 2,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Bank Withdrawal,21,1101,0,0,93,1152,Stayed,,
CUS-00404-US,Male,41,Married,New Jersey,7,29,Deal 4,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Credit Card,85,1659,0,0,362,2080,Churned,Dissatisfaction,Service dissatisfaction
CUS-00405-US,Male,78,Married,Ohio,9,20,Deal 5,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,26,27,0,0,0,25,Churned,Competitor,Price too high
CUS-00406-US,Female,36,Married,Pennsylvania,15,27,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Active,Credit Card,20,1527,0,0,2511,3732,Stayed,,
CUS-00407-US,Female,70,Married,California,5,34,Deal 5,Inactive,,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,24,26,0,0,0,26,Churned,Price,Competitor had better devices
CUS-00408-US,Male,60,Married,Maryland,1,37,,Inactive,,Active,DSL,Active,Inactive,Active,Active,Inactive,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,45,3454,0,0,0,2865,Churned,Price,Competitor made better offer
CUS-00409-US,Female,66,Married,New Jersey,13,38,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Credit Card,80,3805,0,21,995,4742,Churned,Competitor,Extra data charges
CUS-00410-US,Female,58,Married,Illinois,8,31,Deal 3,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,73,1973,0,0,1217,3552,Churned,Competitor,Long distance charges
CUS-00411-US,Male,24,Married,Georgia,3,6,,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,106,7558,0,0,3399,11120,Stayed,,
CUS-00412-US,Female,44,Married,Florida,0,13,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,86,1110,0,0,423,1574,Stayed,,
CUS-00413-US,Male,42,Married,Virginia,0,19,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Credit Card,19,82,0,0,143,225,Stayed,,
CUS-00414-US,Female,56,Married,Wisconsin,4,14,Deal 2,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Mailed Check,20,1052,0,0,575,1662,Stayed,,
CUS-00415-US,Female,53,Married,Florida,12,24,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,85,4783,0,0,1288,5875,Stayed,,
CUS-00416-US,Female,53,Married,New Jersey,6,30,Deal 4,Inactive,,Active,Cable,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Two Year,Active,Mailed Check,27,305,0,0,0,290,Stayed,,
CUS-00417-US,Male,53,Married,North Carolina,6,35,,Active,Inactive,Inactive,,,,,,,,,,One Year,Inactive,Credit Card,21,1048,0,0,2959,4088,Stayed,,
CUS-00418-US,Female,53,Married,Tennessee,3,20,Deal 4,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Month-to-Month,Active,Bank Withdrawal,43,397,0,0,353,744,Churned,Attitude,Attitude of support person
CUS-00419-US,Male,53,Married,Washington,1,32,Deal 2,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Active,Inactive,Active,Active,Inactive,One Year,Inactive,Bank Withdrawal,96,6670,0,33,173,6173,Stayed,,
CUS-00420-US,Female,53,Married,Texas,5,1,,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,47,53,0,0,16,68,Joined,,
